"GMT Standard Time","E:\Data_X\tLog_01 [Avg. Disk sec/Write]"
"17/03/2017 11:33:05","0.0010013397428601846"
"17/03/2017 11:33:10","0.0011142993478475364"
"17/03/2017 11:33:15","0.0010432849652522145"
"17/03/2017 11:33:20","0.0011070031124711911"
"17/03/2017 11:33:26","0.001129253558859648"
"17/03/2017 11:33:31","0.00099494954433221728"
"17/03/2017 11:33:36","0.0013147881448302078"
"17/03/2017 11:33:41","0.0012118002233962512"
"17/03/2017 11:33:46","0.0011128275914483756"
"17/03/2017 11:33:51","0.00098165133770204845"
"17/03/2017 11:33:56","0.00097421791653350218"
"17/03/2017 11:34:01","0.00091651292608211938"
"17/03/2017 11:34:06","0.00091468891283147098"
"17/03/2017 11:34:11","0.0010397838818396003"
"17/03/2017 11:34:16","0.0014608611428571538"
"17/03/2017 11:34:21","0.0010689607920635071"
"17/03/2017 11:34:26","0.0010227322225137133"
"17/03/2017 11:34:31","0.00093518888457193577"
"17/03/2017 11:34:36","0.0011311009096140953"
"17/03/2017 11:34:41","0.0015633805824151639"
"17/03/2017 11:34:46","0.0013196149059805529"
"17/03/2017 11:34:52","0.0010130260535038333"
"17/03/2017 11:34:57","0.0012382750434231382"
"17/03/2017 11:35:02","0.0013311090244263997"
"17/03/2017 11:35:07","0.00098277568683125026"
"17/03/2017 11:35:12","0.001292376926143484"
"17/03/2017 11:35:17","0.0010323501577354979"
"17/03/2017 11:35:22","0.0011323968146245524"
"17/03/2017 11:35:27","0.0014302350751187127"
"17/03/2017 11:35:32","0.0010222330729225898"
"17/03/2017 11:35:37","0.0011266669093308744"
"17/03/2017 11:35:42","0.0011488160131147521"
"17/03/2017 11:35:47","0.0013928874750918346"
"17/03/2017 11:35:52","0.0016812352155251881"
"17/03/2017 11:35:57","0.0014332592599890638"
"17/03/2017 11:36:02","0.001173451409018131"
"17/03/2017 11:36:08","0.0012933630171086642"
"17/03/2017 11:36:13","0.0014071857820866398"
"17/03/2017 11:36:18","0.0011979645853293982"
"17/03/2017 11:36:23","0.00114542278836993"
"17/03/2017 11:36:28","0.0012774195170507118"
"17/03/2017 11:36:33","0.0010412801210133206"
"17/03/2017 11:36:38","0.0010929219605796102"
"17/03/2017 11:36:43","0.0012994884202823919"
"17/03/2017 11:36:48","0.001006889673562345"
"17/03/2017 11:36:53","0.0012000128507952826"
"17/03/2017 11:36:58","0.0011089032355391718"
"17/03/2017 11:37:03","0.0013198051562564371"
"17/03/2017 11:37:08","0.001264902726539062"
"17/03/2017 11:37:13","0.00128040253009147"
"17/03/2017 11:37:18","0.0011933816127772058"
"17/03/2017 11:37:23","0.0012133462979765257"
"17/03/2017 11:37:28","0.0011534359167255229"
"17/03/2017 11:37:33","0.0012865347521956068"
"17/03/2017 11:37:39","0.0012423252475008402"
"17/03/2017 11:37:44","0.001262846120853218"
"17/03/2017 11:37:49","0.0014400000273663786"
"17/03/2017 11:37:54","0.0013241297155231193"
"17/03/2017 11:37:59","0.0013225899720107049"
"17/03/2017 11:38:04","0.0015127753267044259"
"17/03/2017 11:38:09","0.0016058742606470569"
"17/03/2017 11:38:14","0.0012353346650543708"
"17/03/2017 11:38:19","0.0010016448739806037"
"17/03/2017 11:38:24","0.0010756458930475193"
"17/03/2017 11:38:29","0.0011103511075221898"
"17/03/2017 11:38:34","0.001311709826093087"
"17/03/2017 11:38:39","0.0014244358398679217"
"17/03/2017 11:38:44","0.0011886148071202681"
"17/03/2017 11:38:49","0.001377607660314423"
"17/03/2017 11:38:54","0.0013822137479238853"
"17/03/2017 11:38:59","0.001294897073669555"
"17/03/2017 11:39:05","0.0011261331702009886"
"17/03/2017 11:39:10","0.0011162926063571236"
"17/03/2017 11:39:15","0.0011973756388747334"
"17/03/2017 11:39:20","0.0012855166161190197"
"17/03/2017 11:39:25","0.0011391892766480878"
"17/03/2017 11:39:30","0.0011532673223070874"
"17/03/2017 11:39:35","0.00094587642186223255"
"17/03/2017 11:39:40","0.0010492350113812041"
"17/03/2017 11:39:45","0.001155225845145747"
"17/03/2017 11:39:50","0.001099010966170247"
"17/03/2017 11:39:55","0.0011110389921803105"
"17/03/2017 11:40:00","0.0010624569643212531"
"17/03/2017 11:40:05","0.0012057422570156122"
"17/03/2017 11:40:10","0.0013090564345732039"
