RunTime	DBNAME	ObjectName	ObjectID	Improvement_Measure	CREATE_INDEX_Statement	user_seeks	user_scans	last_user_seek	last_user_scan	avg_total_user_cost	avg_user_impact	avg_system_impact	index_group_handle	index_handle
2017-03-18 13:21:02.023	QPulse5	Revision	2073058421	103.2	CREATE INDEX missing_index_3553_3552 ON [QPulse5].[dbo].[Revision] ([OwnerPersonID], [StatusID]) INCLUDE ([DocumentID])	2	0	2017-02-21 12:07:50.440	NULL	0.862610752959316	59.82	0	3553	3552
2017-03-18 13:21:02.023	QPulse5	AuditChecklistQuestion	1365579903	101.3	CREATE INDEX missing_index_22183_22182 ON [QPulse5].[dbo].[AuditChecklistQuestion] ([AuditAttachmentID])	1	0	2017-02-27 15:45:48.920	NULL	1.61753886033532	62.63	0	22183	22182
2017-03-18 13:21:02.023	QPulse5	ChangeRequest	149575571	97.8	CREATE INDEX missing_index_956_955 ON [QPulse5].[dbo].[ChangeRequest] ([OwnerPersonID], [ImplementedInRevisionID], [StatusID],[TargetDate])	22	0	2017-03-17 10:45:05.560	NULL	0.0726403482350397	61.19	0	956	955
2017-03-18 13:21:02.023	QPulse5	OccurrenceIncident	116195464	88.5	CREATE INDEX missing_index_72771_72770 ON [QPulse5].[dbo].[OccurrenceIncident] ([EventDate]) INCLUDE ([ID], [ReportTypeID], [RaisedWithoutOccurrence])	2	0	2017-03-16 16:36:13.240	NULL	0.809707952436556	54.66	0	72771	72770
2017-03-18 13:21:02.023	QPulse5	OccurrenceIncident	116195464	88.0	CREATE INDEX missing_index_47397_47396 ON [QPulse5].[dbo].[OccurrenceIncident] ([OwnerPersonID], [ClosedDate],[ReportTypeID])	2	0	2017-03-07 23:34:03.900	NULL	0.452346343400589	97.3	0	47397	47396
2017-03-18 13:21:02.023	QPulse5	OccurrenceIncident	116195464	86.9	CREATE INDEX missing_index_68886_68885 ON [QPulse5].[dbo].[OccurrenceIncident] ([IsMOR], [EventDate])	2	0	2017-03-15 10:08:01.387	NULL	0.440091134655464	98.78	0	68886	68885
2017-03-18 13:21:02.023	QPulse5	OccurrenceIncident	116195464	86.6	CREATE INDEX missing_index_963_962 ON [QPulse5].[dbo].[OccurrenceIncident] ([StatusID],[EventDate])	2	0	2017-02-20 13:09:13.140	NULL	0.437809516951612	98.95	0	963	962
2017-03-18 13:21:02.023	QPulse5	OccurrenceIncident	116195464	84.4	CREATE INDEX missing_index_45498_45497 ON [QPulse5].[dbo].[OccurrenceIncident] ([EventDate]) INCLUDE ([Number], [Title])	2	0	2017-03-07 10:46:45.707	NULL	0.444610108148148	94.97	0	45498	45497
2017-03-18 13:21:02.023	QPulse5	OccurrenceIncident	116195464	76.6	CREATE INDEX missing_index_965_964 ON [QPulse5].[dbo].[OccurrenceIncident] ([StatusID],[EventDate]) INCLUDE ([ID], [NumberSort])	2	0	2017-02-20 13:09:13.167	NULL	0.449335822871688	85.2	0	965	964
2017-03-18 13:21:02.023	QPulse5	ySupplier	533576939	71.3	CREATE INDEX missing_index_9192_9191 ON [QPulse5].[dbo].[ySupplier] ([IsVisible]) INCLUDE ([ID], [Name])	7	0	2017-03-07 14:25:27.167	NULL	0.403057803742911	25.28	0	9192	9191
2017-03-18 13:21:02.023	QPulse5	ySupplier	533576939	71.3	CREATE INDEX missing_index_1083_1082 ON [QPulse5].[dbo].[ySupplier] ([IsVisible]) INCLUDE ([ID])	10	0	2017-03-15 15:14:20.113	NULL	0.619231908355415	11.52	0	1083	1082
2017-03-18 13:21:02.023	QPulse5	TrainingEvent	519672899	60.3	CREATE INDEX missing_index_653_652 ON [QPulse5].[dbo].[TrainingEvent] ([Title], [UserDefinedField5ID]) INCLUDE ([ID])	3	0	2017-03-15 14:18:08.070	NULL	0.720442482020453	27.9	0	653	652
2017-03-18 13:21:02.023	QPulse5	IncidentStage	693577509	56.5	CREATE INDEX missing_index_43468_43467 ON [QPulse5].[dbo].[IncidentStage] ([OwnerPersonID], [ClosedDate],[IncidentStageTypeID])	1	0	2017-03-06 09:14:33.947	NULL	0.683955794716914	82.54	0	43468	43467
2017-03-18 13:21:02.023	QPulse5	Revision	2073058421	52.7	CREATE INDEX missing_index_65844_65843 ON [QPulse5].[dbo].[Revision] ([OwnerPersonID], [StatusID],[ImplementByDate]) INCLUDE ([ID], [DocumentID])	1	0	2017-03-14 10:24:00.493	NULL	0.546314325446446	96.47	0	65844	65843
2017-03-18 13:21:02.023	QPulse5	Revision	2073058421	52.6	CREATE INDEX missing_index_9517_9516 ON [QPulse5].[dbo].[Revision] ([OwnerPersonID], [StatusID],[ReviewDate]) INCLUDE ([ID])	1	0	2017-02-23 11:49:07.787	NULL	0.548948793826046	95.82	0	9517	9516
2017-03-18 13:21:02.023	QPulse5	Person	2137058649	46.7	CREATE INDEX missing_index_44427_44426 ON [QPulse5].[dbo].[Person] ([CustomerID], [SupplierID], [IsDeleted])	3	0	2017-03-08 13:28:18.877	NULL	0.810372961026061	19.2	0	44427	44426
2017-03-18 13:21:02.023	QPulse5	OccurrenceIncident	116195464	43.4	CREATE INDEX missing_index_36753_36752 ON [QPulse5].[dbo].[OccurrenceIncident] ([StatusID], [ReportTypeID])	1	0	2017-03-03 14:36:46.560	NULL	0.440888164553285	98.51	0	36753	36752
2017-03-18 13:21:02.023	QPulse5	TrainingEvent	519672899	40.7	CREATE INDEX missing_index_8772_8771 ON [QPulse5].[dbo].[TrainingEvent] ([Title], [EventCategoryID],[UserDefinedField6ID]) INCLUDE ([ID])	2	0	2017-02-23 10:18:44.957	NULL	0.735202815648018	27.68	0	8772	8771
2017-03-18 13:21:02.023	QPulse5	Person	2137058649	30.4	CREATE INDEX missing_index_55714_55713 ON [QPulse5].[dbo].[Person] ([Number]) INCLUDE ([ID])	2	0	2017-03-13 15:15:43.197	NULL	1.00192661207121	15.19	0	55714	55713
2017-03-18 13:21:02.023	QPulse5	Person	2137058649	29.5	CREATE INDEX missing_index_49209_49208 ON [QPulse5].[dbo].[Person] ([IsDeleted]) INCLUDE ([ID], [FullName], [Number])	2	0	2017-03-08 13:26:43.700	NULL	0.887408179903029	16.61	0	49209	49208
2017-03-18 13:21:02.023	QPulse5	ySupplier	533576939	28.8	CREATE INDEX missing_index_10052_10051 ON [QPulse5].[dbo].[ySupplier] ([Name], [ParentID],[ID])	4	0	2017-03-14 15:31:08.530	NULL	0.0758873003703704	94.9	0	10052	10051
2017-03-18 13:21:02.023	QPulse5	CopyHolder	117575457	22.7	CREATE INDEX missing_index_5993_5992 ON [QPulse5].[dbo].[CopyHolder] ([Comment]) INCLUDE ([RevisionID])	2	0	2017-02-22 08:39:46.663	NULL	0.877423330018103	12.95	0	5993	5992
2017-03-18 13:21:02.023	QPulse5	OccurrenceIncidentStage	1236199454	20.0	CREATE INDEX missing_index_3874_3873 ON [QPulse5].[dbo].[OccurrenceIncidentStage] ([OwnerPersonID]) INCLUDE ([IncidentID])	4	0	2017-03-17 11:30:00.777	NULL	0.316225808230896	15.79	0	3874	3873
2017-03-18 13:21:02.023	QPulse5	Person	2137058649	14.2	CREATE INDEX missing_index_3590_3589 ON [QPulse5].[dbo].[Person] ([IsDeleted],[IsUser]) INCLUDE ([ID], [FirstName], [MiddleName], [LastName], [FullName], [Number])	1	0	2017-02-21 12:17:55.437	NULL	0.695808954366398	20.38	0	3590	3589
2017-03-18 13:21:02.023	QPulse5	Document	2105058535	13.9	CREATE INDEX missing_index_5996_5995 ON [QPulse5].[dbo].[Document] ([DocumentTypeID]) INCLUDE ([ID])	1	0	2017-02-22 08:39:46.453	NULL	0.870163070365513	16.02	0	5996	5995
2017-03-18 13:21:02.023	QPulse5	Document	2105058535	13.1	CREATE INDEX missing_index_6000_5999 ON [QPulse5].[dbo].[Document] ([DocumentTypeID]) INCLUDE ([ID], [Number])	1	0	2017-02-22 08:39:46.663	NULL	0.884683589670693	14.83	0	6000	5999
2017-03-18 13:21:02.023	QPulse5	Incident	405576483	12.3	CREATE INDEX missing_index_4251_4250 ON [QPulse5].[dbo].[Incident] ([StatusID]) INCLUDE ([IncidentSourceTypeID])	5	0	2017-03-07 09:04:55.210	NULL	0.0726876839111261	33.9	0	4251	4250
2017-03-18 13:21:02.023	QPulse5	OccurrenceIncidentStage	1236199454	12.0	CREATE INDEX missing_index_74826_74825 ON [QPulse5].[dbo].[OccurrenceIncidentStage] ([OwnerPersonID],[StageTypeID]) INCLUDE ([IncidentID])	1	0	2017-03-17 11:30:37.793	NULL	0.146740614612265	81.5	0	74826	74825
