"(PDH-CSV 4.0) (GMT Standard Time)(0)","\\SQL01\LogicalDisk(E:\Data_X\tLog_01)\Avg. Disk sec/Read","\\SQL01\LogicalDisk(E:\Data_X\data_01)\Avg. Disk sec/Read","\\SQL01\LogicalDisk(E:\Data_X\backup_01)\Avg. Disk sec/Read","\\SQL01\LogicalDisk(E:)\Avg. Disk sec/Read","\\SQL01\LogicalDisk(C:)\Avg. Disk sec/Read","\\SQL01\LogicalDisk(E:\Data_X\tLog_01)\Avg. Disk sec/Write","\\SQL01\LogicalDisk(E:\Data_X\data_01)\Avg. Disk sec/Write","\\SQL01\LogicalDisk(E:\Data_X\backup_01)\Avg. Disk sec/Write","\\SQL01\LogicalDisk(E:)\Avg. Disk sec/Write","\\SQL01\LogicalDisk(C:)\Avg. Disk sec/Write","\\SQL01\LogicalDisk(E:\Data_X\tLog_01)\Avg. Disk sec/Transfer","\\SQL01\LogicalDisk(E:\Data_X\data_01)\Avg. Disk sec/Transfer","\\SQL01\LogicalDisk(E:\Data_X\backup_01)\Avg. Disk sec/Transfer","\\SQL01\LogicalDisk(E:)\Avg. Disk sec/Transfer","\\SQL01\LogicalDisk(C:)\Avg. Disk sec/Transfer"
"03/18/2017 09:54:59.475","0","0","0","0","0","0","0","0","0","0.0010166717340394443","0","0","0","0","0.0010166562137552864"
"03/18/2017 09:55:01.475","0","0","0","0","0","0","0","0","0.00090011440001452696","0.000841657249734254","0","0","0","0.00089983503489968696","0.00084168053016049063"
"03/18/2017 09:55:03.475","0","0","0","0","0.0075333596867758331","0","0","0","0.00066665828571322141","0.0056451240617888853","0","0","0","0.00066675140741816804","0.0057117643854341328"
"03/18/2017 09:55:05.474","0","0","0","0","0","0","0","0","0","0.00069999585608412993","0","0","0","0","0.00069999585608412993"
"03/18/2017 09:55:05.476","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"03/18/2017 09:55:07.475","0","0","0","0","0","0.00088844863725873473","0","0","0","0.0011998731682378626","0.00088844863725873473","0","0","0","0.0011998731682378626"
"03/18/2017 09:55:09.475","0","0","0","0","0","0.00095887419583587678","0","0","0.00069980961267423656","0.0008388868790120905","0.00095887419583587678","0","0","0.00069980961267423656","0.00083890239929624829"
"03/18/2017 09:55:11.475","0","0","0","0","0","0.0010425088431834692","0","0","0","0.00097505409207036093","0.0010425088431834692","0","0","0","0.00097498425079165093"
"03/18/2017 09:55:13.475","0","0","0","0","0","0.00074193561904763617","0","0","0.00080000856719685508","0.0023374828365057571","0.00074193561904763617","0","0","0.00080000856719685508","0.0023374828365057571"
"03/18/2017 09:55:15.475","0","0","0","0","0","0.0010364841906074507","0","0","0","0.0011571303056673403","0.0010364841906074507","0","0","0","0.0011571702149694603"
"03/18/2017 09:55:17.475","0","0","0","0","0","0.00089615411022826675","0.0014770648737440759","0","0","0.00061818420548370864","0.00089615411022826675","0.0014770648737440759","0","0","0.00061818420548370864"
"03/18/2017 09:55:19.474","0","0","0","0","0","0.00086276738028813048","0","0","0.00070008897778907656","0.00082857032441406987","0.00086276738028813048","0","0","0.00070008897778907656","0.00082857032441406987"
"03/18/2017 09:55:19.476","0","0","0","0","0","0.00070008897778907656","0","0","0","0","0.00070008897778907656","0","0","0","0"
"03/18/2017 09:55:21.475","0","0","0","0","0","0.00098605655266714113","0","0","0","0","0.00098605655266714113","0","0","0","0"
"03/18/2017 09:55:23.475","0","0","0","0","0","0.00081725597140611518","0","0","0.00064994293967529388","0","0.00081725597140611518","0","0","0.00064994293967529388","0"
