ServerName,TheDate,TheTime,WaitType,Requests,Wait Time(ms), Wait Time (ms)/sec, Signal Wait Time (ms), Signal Wait Time (ms)/sec
KUKN0016,2017-03-18,12:35:00,PREEMPTIVE_OS_WAITFORSINGLEOBJECT,1173112,510,0.002,0,0.000
KUKN0016,2017-03-18,12:35:00,SOS_SCHEDULER_YIELD,51403833,485,0.002,479,0.002
KUKN0016,2017-03-18,12:35:00,PREEMPTIVE_OS_AUTHENTICATIONOPS,2872970,105,0.000,0,0.000
KUKN0016,2017-03-18,12:35:00,SQLTRACE_LOCK,1585,62,0.000,1,0.000
KUKN0016,2017-03-18,12:35:00,PREEMPTIVE_OS_LOOKUPACCOUNTSID,234080,46,0.000,0,0.000
KUKN0016,2017-03-18,12:35:00,OLEDB,988976199,45,0.000,0,0.000
KUKN0016,2017-03-18,12:35:00,PREEMPTIVE_OS_AUTHORIZATIONOPS,905826,44,0.000,0,0.000
KUKN0016,2017-03-18,12:35:00,PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,785770,36,0.000,0,0.000
KUKN0016,2017-03-18,12:35:00,PREEMPTIVE_OS_GETPROCADDRESS,26730,29,0.000,0,0.000
KUKN0016,2017-03-18,12:35:00,MSQL_XP,26730,29,0.000,0,0.000
KUKN0016,2017-03-18,12:35:00,PREEMPTIVE_OS_AUTHZINITIALIZECONTEXTFROMSID,357,19,0.000,0,0.000
KUKN0016,2017-03-18,12:35:00,PAGEIOLATCH_UP,209772,16,0.000,1,0.000
KUKN0016,2017-03-18,12:35:00,PREEMPTIVE_OS_CRYPTIMPORTKEY,783206,9,0.000,0,0.000
KUKN0016,2017-03-18,12:35:00,PREEMPTIVE_OS_DELETESECURITYCONTEXT,916582,7,0.000,0,0.000
KUKN0016,2017-03-18,12:35:00,PREEMPTIVE_OS_REPORTEVENT,94699,6,0.000,0,0.000
KUKN0016,2017-03-18,12:35:00,PREEMPTIVE_OS_QUERYREGISTRY,40169,5,0.000,0,0.000
KUKN0016,2017-03-18,12:35:00,PAGELATCH_EX,727317,5,0.000,5,0.000
KUKN0016,2017-03-18,12:35:00,PREEMPTIVE_OS_REVERTTOSELF,122093,4,0.000,0,0.000
KUKN0016,2017-03-18,12:35:00,CMEMTHREAD,27824,3,0.000,1,0.000
KUKN0016,2017-03-18,12:35:00,PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICY,69179,3,0.000,0,0.000
KUKN0016,2017-03-18,12:35:00,PREEMPTIVE_OS_DECRYPTMESSAGE,816487,2,0.000,0,0.000
KUKN0016,2017-03-18,12:35:00,PREEMPTIVE_OS_DISCONNECTNAMEDPIPE,23565,1,0.000,0,0.000
KUKN0016,2017-03-18,12:35:00,PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICYFREE,69179,1,0.000,0,0.000
KUKN0016,2017-03-18,12:30:00,WRITELOG,484949584,78165,0.261,2527,0.008
KUKN0016,2017-03-18,12:30:00,ASYNC_NETWORK_IO,23929749,264,0.001,24,0.000
KUKN0016,2017-03-18,12:30:00,SOS_SCHEDULER_YIELD,51398295,158,0.001,158,0.001
KUKN0016,2017-03-18,12:30:00,PREEMPTIVE_OS_AUTHENTICATIONOPS,2872630,129,0.000,0,0.000
KUKN0016,2017-03-18,12:30:00,PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,785696,48,0.000,0,0.000
KUKN0016,2017-03-18,12:30:00,OLEDB,988929637,47,0.000,0,0.000
KUKN0016,2017-03-18,12:30:00,PREEMPTIVE_OS_LOOKUPACCOUNTSID,234032,34,0.000,0,0.000
KUKN0016,2017-03-18,12:30:00,MSQL_XP,26723,24,0.000,0,0.000
KUKN0016,2017-03-18,12:30:00,PREEMPTIVE_OS_GETPROCADDRESS,26723,23,0.000,0,0.000
KUKN0016,2017-03-18,12:30:00,PREEMPTIVE_OS_WAITFORSINGLEOBJECT,1172053,17,0.000,0,0.000
KUKN0016,2017-03-18,12:30:00,PAGEIOLATCH_EX,187807,11,0.000,0,0.000
KUKN0016,2017-03-18,12:30:00,PREEMPTIVE_OS_AUTHORIZATIONOPS,905702,11,0.000,0,0.000
KUKN0016,2017-03-18,12:30:00,PREEMPTIVE_OS_DELETESECURITYCONTEXT,916491,8,0.000,0,0.000
KUKN0016,2017-03-18,12:30:00,PREEMPTIVE_OS_QUERYREGISTRY,40164,7,0.000,0,0.000
KUKN0016,2017-03-18,12:30:00,PAGEIOLATCH_UP,209762,6,0.000,1,0.000
KUKN0016,2017-03-18,12:30:00,PREEMPTIVE_OS_CRYPTIMPORTKEY,783132,5,0.000,0,0.000
KUKN0016,2017-03-18,12:30:00,PREEMPTIVE_OS_REPORTEVENT,94689,5,0.000,0,0.000
KUKN0016,2017-03-18,12:30:00,PREEMPTIVE_OS_REVERTTOSELF,122070,2,0.000,0,0.000
KUKN0016,2017-03-18,12:30:00,PREEMPTIVE_OS_DECRYPTMESSAGE,816400,1,0.000,0,0.000
KUKN0016,2017-03-18,12:30:00,PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICY,69172,1,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,WRITELOG,484881460,110050,0.367,3281,0.011
KUKN0016,2017-03-18,12:25:00,ASYNC_NETWORK_IO,23929419,2881,0.010,802,0.003
KUKN0016,2017-03-18,12:25:00,PREEMPTIVE_OS_WAITFORSINGLEOBJECT,1171931,2020,0.007,0,0.000
KUKN0016,2017-03-18,12:25:00,SOS_SCHEDULER_YIELD,51394646,1450,0.005,1419,0.005
KUKN0016,2017-03-18,12:25:00,PAGEIOLATCH_SH,1837890,597,0.002,3,0.000
KUKN0016,2017-03-18,12:25:00,PREEMPTIVE_OS_AUTHENTICATIONOPS,2872326,110,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,OLEDB,988883077,50,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,785618,45,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,PREEMPTIVE_OS_LOOKUPACCOUNTSID,234002,39,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,PREEMPTIVE_OS_AUTHORIZATIONOPS,905609,37,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,PAGEIOLATCH_EX,187804,35,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,SQLTRACE_LOCK,1573,31,0.000,1,0.000
KUKN0016,2017-03-18,12:25:00,IO_COMPLETION,86289,30,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,PREEMPTIVE_OS_DELETEFILE,402,20,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,PAGEIOLATCH_UP,209754,19,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,PREEMPTIVE_OS_CRYPTIMPORTKEY,783054,14,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,PREEMPTIVE_OS_GETPROCADDRESS,26719,14,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,MSQL_XP,26719,13,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,PREEMPTIVE_OS_AUTHZINITIALIZECONTEXTFROMSID,355,12,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,PREEMPTIVE_OS_DELETESECURITYCONTEXT,916405,10,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,PREEMPTIVE_OS_REPORTEVENT,94679,8,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,PREEMPTIVE_OS_QUERYREGISTRY,40159,7,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICY,69168,6,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,PREEMPTIVE_OLEDBOPS,30249,5,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,PAGELATCH_EX,727237,2,0.000,2,0.000
KUKN0016,2017-03-18,12:25:00,PREEMPTIVE_OS_DECRYPTMESSAGE,816317,2,0.000,0,0.000
KUKN0016,2017-03-18,12:25:00,PREEMPTIVE_OS_AUTHZGETINFORMATIONFROMCONTEXT,710,1,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,WRITELOG,484810612,92331,0.308,3444,0.011
KUKN0016,2017-03-18,12:20:00,ASYNC_NETWORK_IO,23919463,3345,0.011,114,0.000
KUKN0016,2017-03-18,12:20:00,PREEMPTIVE_OS_WAITFORSINGLEOBJECT,1162951,2900,0.010,0,0.000
KUKN0016,2017-03-18,12:20:00,SOS_SCHEDULER_YIELD,51382846,424,0.001,413,0.001
KUKN0016,2017-03-18,12:20:00,PAGEIOLATCH_SH,1837836,115,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,PREEMPTIVE_OS_AUTHENTICATIONOPS,2872019,89,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,OLEDB,988836517,62,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,PREEMPTIVE_OS_AUTHORIZATIONOPS,905501,50,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,SQLTRACE_LOCK,1560,48,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,785541,35,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,PREEMPTIVE_OS_AUTHZINITIALIZECONTEXTFROMSID,354,32,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,PREEMPTIVE_OS_LOOKUPACCOUNTSID,233969,30,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,PREEMPTIVE_OS_GETPROCADDRESS,26715,13,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,MSQL_XP,26715,13,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,PAGEIOLATCH_EX,187793,13,0.000,2,0.000
KUKN0016,2017-03-18,12:20:00,PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICY,69159,8,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,PREEMPTIVE_OS_DELETESECURITYCONTEXT,916306,7,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,PREEMPTIVE_OS_QUERYREGISTRY,40154,7,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,PREEMPTIVE_OS_REPORTEVENT,94669,7,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,PAGEIOLATCH_UP,209744,6,0.000,1,0.000
KUKN0016,2017-03-18,12:20:00,PREEMPTIVE_OS_DISCONNECTNAMEDPIPE,23539,5,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,PREEMPTIVE_OS_CRYPTIMPORTKEY,782977,5,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,PREEMPTIVE_OS_AUTHZINITIALIZERESOURCEMANAGER,354,1,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,PREEMPTIVE_OS_DECRYPTMESSAGE,816234,1,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,PREEMPTIVE_OLEDBOPS,30227,1,0.000,0,0.000
KUKN0016,2017-03-18,12:20:00,PREEMPTIVE_OS_REVERTTOSELF,122039,1,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,WRITELOG,484734360,92675,0.309,4173,0.014
KUKN0016,2017-03-18,12:15:00,ASYNC_NETWORK_IO,23917554,1313,0.004,268,0.001
KUKN0016,2017-03-18,12:15:00,PAGEIOLATCH_SH,1837817,1034,0.003,3,0.000
KUKN0016,2017-03-18,12:15:00,SOS_SCHEDULER_YIELD,51378010,529,0.002,519,0.002
KUKN0016,2017-03-18,12:15:00,PREEMPTIVE_OS_WAITFORSINGLEOBJECT,1161635,469,0.002,0,0.000
KUKN0016,2017-03-18,12:15:00,PREEMPTIVE_OS_AUTHENTICATIONOPS,2871730,121,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,PAGEIOLATCH_UP,209736,70,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,IO_COMPLETION,86263,68,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,OLEDB,988789957,55,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,PAGEIOLATCH_EX,187787,44,0.000,1,0.000
KUKN0016,2017-03-18,12:15:00,SQLTRACE_LOCK,1554,38,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,785468,32,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,PREEMPTIVE_OS_LOOKUPACCOUNTSID,233937,29,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,PREEMPTIVE_OS_AUTHORIZATIONOPS,905387,14,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,MSQL_XP,26711,11,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,PREEMPTIVE_OS_GETPROCADDRESS,26711,11,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,PREEMPTIVE_OS_CRYPTIMPORTKEY,782904,8,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,PREEMPTIVE_OS_QUERYREGISTRY,40149,6,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,PREEMPTIVE_OS_DELETESECURITYCONTEXT,916218,5,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICY,69146,5,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,PREEMPTIVE_OS_REPORTEVENT,94659,4,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,PREEMPTIVE_OS_DECRYPTMESSAGE,816156,3,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,PAGELATCH_EX,727202,2,0.000,2,0.000
KUKN0016,2017-03-18,12:15:00,PAGELATCH_UP,76272,1,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,PREEMPTIVE_OLEDBOPS,30219,1,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,CMEMTHREAD,27817,1,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICYFREE,69146,1,0.000,0,0.000
KUKN0016,2017-03-18,12:15:00,PREEMPTIVE_OS_REVERTTOSELF,122024,1,0.000,0,0.000
KUKN0016,2017-03-18,12:10:00,WRITELOG,484659316,96794,0.323,4060,0.014
KUKN0016,2017-03-18,12:10:00,PAGEIOLATCH_SH,1837637,2552,0.009,7,0.000
KUKN0016,2017-03-18,12:10:00,ASYNC_NETWORK_IO,23915028,1656,0.006,232,0.001
KUKN0016,2017-03-18,12:10:00,PREEMPTIVE_OS_WAITFORSINGLEOBJECT,1159566,918,0.003,0,0.000
KUKN0016,2017-03-18,12:10:00,SOS_SCHEDULER_YIELD,51371014,728,0.002,703,0.002
KUKN0016,2017-03-18,12:10:00,PAGEIOLATCH_EX,187773,163,0.001,0,0.000
KUKN0016,2017-03-18,12:10:00,PREEMPTIVE_OS_AUTHZINITIALIZECONTEXTFROMSID,352,117,0.000,0,0.000
KUKN0016,2017-03-18,12:10:00,PREEMPTIVE_OS_AUTHENTICATIONOPS,2871411,99,0.000,0,0.000
KUKN0016,2017-03-18,12:10:00,PREEMPTIVE_OS_AUTHORIZATIONOPS,905289,79,0.000,0,0.000
KUKN0016,2017-03-18,12:10:00,OLEDB,988743397,62,0.000,0,0.000
KUKN0016,2017-03-18,12:10:00,PREEMPTIVE_OS_LOOKUPACCOUNTSID,233907,48,0.000,0,0.000
KUKN0016,2017-03-18,12:10:00,PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,785385,35,0.000,0,0.000
KUKN0016,2017-03-18,12:10:00,PREEMPTIVE_OS_GETPROCADDRESS,26707,27,0.000,0,0.000
KUKN0016,2017-03-18,12:10:00,MSQL_XP,26707,27,0.000,0,0.000
KUKN0016,2017-03-18,12:10:00,SQLTRACE_LOCK,1546,13,0.000,1,0.000
KUKN0016,2017-03-18,12:10:00,PREEMPTIVE_OS_DELETESECURITYCONTEXT,916122,8,0.000,0,0.000
KUKN0016,2017-03-18,12:10:00,PAGEIOLATCH_UP,209728,7,0.000,1,0.000
KUKN0016,2017-03-18,12:10:00,PREEMPTIVE_OS_REPORTEVENT,94649,7,0.000,0,0.000
KUKN0016,2017-03-18,12:10:00,PREEMPTIVE_OS_QUERYREGISTRY,40144,7,0.000,0,0.000
KUKN0016,2017-03-18,12:10:00,PREEMPTIVE_OS_CRYPTIMPORTKEY,782821,3,0.000,0,0.000
KUKN0016,2017-03-18,12:10:00,PREEMPTIVE_OS_DECRYPTMESSAGE,816068,1,0.000,0,0.000
KUKN0016,2017-03-18,12:10:00,PREEMPTIVE_OS_LIBRARYOPS,50,1,0.000,0,0.000
KUKN0016,2017-03-18,12:10:00,PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICY,69137,1,0.000,0,0.000
KUKN0016,2017-03-18,12:10:00,PAGELATCH_SH,272360,1,0.000,1,0.000
KUKN0016,2017-03-18,12:10:00,PAGELATCH_EX,727170,1,0.000,1,0.000
KUKN0016,2017-03-18,12:05:00,WRITELOG,484583296,95321,0.318,3797,0.013
KUKN0016,2017-03-18,12:05:00,BACKUPIO,3195764,8646,0.029,134,0.000
KUKN0016,2017-03-18,12:05:00,BACKUPTHREAD,80792,3030,0.010,8,0.000
KUKN0016,2017-03-18,12:05:00,MSQL_XP,26700,524,0.002,0,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_GETPROCADDRESS,26700,524,0.002,0,0.000
KUKN0016,2017-03-18,12:05:00,PAGEIOLATCH_SH,1837038,387,0.001,2,0.000
KUKN0016,2017-03-18,12:05:00,ASYNC_NETWORK_IO,23912435,359,0.001,9,0.000
KUKN0016,2017-03-18,12:05:00,PAGEIOLATCH_EX,187735,347,0.001,0,0.000
KUKN0016,2017-03-18,12:05:00,SOS_SCHEDULER_YIELD,51363096,286,0.001,280,0.001
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_AUTHENTICATIONOPS,2871092,271,0.001,0,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_FILEOPS,43465,180,0.001,0,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_GETFILEATTRIBUTES,53116,104,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_LOOKUPACCOUNTSID,233860,52,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,OLEDB,988696835,48,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,785316,36,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_DELETESECURITYCONTEXT,916029,27,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_CREATEFILE,26569,26,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_WAITFORSINGLEOBJECT,1157709,25,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_AUTHORIZATIONOPS,905154,20,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,PAGEIOLATCH_UP,209720,19,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_CRYPTIMPORTKEY,782752,13,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_GETVOLUMEPATHNAME,6706,10,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_REPORTEVENT,94639,9,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_GETVOLUMENAMEFORVOLUMEMOUNTPOINT,5236,8,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICY,69132,7,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_QUERYREGISTRY,40139,5,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,PAGELATCH_EX,727146,3,0.000,3,0.000
KUKN0016,2017-03-18,12:05:00,PAGELATCH_SH,272351,3,0.000,3,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICYFREE,69132,2,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_DISCONNECTNAMEDPIPE,23516,2,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_DECRYPTMESSAGE,815987,2,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,PREEMPTIVE_OS_GETDISKFREESPACE,11965,1,0.000,0,0.000
KUKN0016,2017-03-18,12:05:00,LATCH_EX,9779,1,0.000,1,0.000
KUKN0016,2017-03-18,12:00:00,WRITELOG,484507510,79325,0.264,3516,0.012
KUKN0016,2017-03-18,12:00:00,SOS_SCHEDULER_YIELD,51358862,1424,0.005,1414,0.005
KUKN0016,2017-03-18,12:00:00,ASYNC_NETWORK_IO,23912224,1155,0.004,20,0.000
KUKN0016,2017-03-18,12:00:00,PAGEIOLATCH_SH,1836915,759,0.003,3,0.000
KUKN0016,2017-03-18,12:00:00,PREEMPTIVE_OS_AUTHENTICATIONOPS,2870669,113,0.000,0,0.000
KUKN0016,2017-03-18,12:00:00,OLEDB,988650274,68,0.000,0,0.000
KUKN0016,2017-03-18,12:00:00,PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,785225,47,0.000,0,0.000
KUKN0016,2017-03-18,12:00:00,PREEMPTIVE_OS_LOOKUPACCOUNTSID,233810,43,0.000,0,0.000
KUKN0016,2017-03-18,12:00:00,PREEMPTIVE_OS_GENERICOPS,1459117,28,0.000,0,0.000
KUKN0016,2017-03-18,12:00:00,PREEMPTIVE_OS_WAITFORSINGLEOBJECT,1157575,26,0.000,0,0.000
KUKN0016,2017-03-18,12:00:00,PREEMPTIVE_OS_GETPROCADDRESS,26681,21,0.000,0,0.000
KUKN0016,2017-03-18,12:00:00,MSQL_XP,26681,21,0.000,0,0.000
KUKN0016,2017-03-18,12:00:00,PREEMPTIVE_OS_AUTHORIZATIONOPS,905028,21,0.000,0,0.000
KUKN0016,2017-03-18,12:00:00,PREEMPTIVE_OS_REPORTEVENT,94624,8,0.000,0,0.000
KUKN0016,2017-03-18,12:00:00,PREEMPTIVE_OS_QUERYREGISTRY,40134,7,0.000,0,0.000
KUKN0016,2017-03-18,12:00:00,PREEMPTIVE_OS_CRYPTIMPORTKEY,782661,7,0.000,0,0.000
KUKN0016,2017-03-18,12:00:00,PREEMPTIVE_OS_DELETESECURITYCONTEXT,915901,7,0.000,0,0.000
KUKN0016,2017-03-18,12:00:00,CMEMTHREAD,27810,6,0.000,5,0.000
KUKN0016,2017-03-18,12:00:00,PAGEIOLATCH_UP,209698,4,0.000,0,0.000
KUKN0016,2017-03-18,12:00:00,PREEMPTIVE_OS_DECRYPTMESSAGE,815881,3,0.000,0,0.000
KUKN0016,2017-03-18,12:00:00,PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICY,69115,3,0.000,0,0.000
KUKN0016,2017-03-18,12:00:00,LCK_M_IS,66,2,0.000,1,0.000
KUKN0016,2017-03-18,12:00:00,IO_COMPLETION,86106,1,0.000,0,0.000
KUKN0016,2017-03-18,12:00:00,PREEMPTIVE_OLEDBOPS,30200,1,0.000,0,0.000
KUKN0016,2017-03-18,12:00:00,PREEMPTIVE_OS_DISCONNECTNAMEDPIPE,23496,1,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,WRITELOG,484444904,110216,0.367,2873,0.010
KUKN0016,2017-03-18,11:55:00,ASYNC_NETWORK_IO,23911957,10186,0.034,45,0.000
KUKN0016,2017-03-18,11:55:00,PAGEIOLATCH_SH,1836726,5317,0.018,36,0.000
KUKN0016,2017-03-18,11:55:00,SOS_SCHEDULER_YIELD,51350409,4611,0.015,4585,0.015
KUKN0016,2017-03-18,11:55:00,PREEMPTIVE_OS_AUTHENTICATIONOPS,2870380,209,0.001,0,0.000
KUKN0016,2017-03-18,11:55:00,PREEMPTIVE_OS_GENERICOPS,1459087,102,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,785154,91,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,CMEMTHREAD,27803,76,0.000,65,0.000
KUKN0016,2017-03-18,11:55:00,PREEMPTIVE_OS_CRYPTIMPORTKEY,782590,49,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,OLEDB,988603714,46,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,PREEMPTIVE_OS_AUTHORIZATIONOPS,904941,45,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,PREEMPTIVE_OS_LOOKUPACCOUNTSID,233778,38,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,PAGEIOLATCH_EX,187723,34,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,PREEMPTIVE_OS_WAITFORSINGLEOBJECT,1157465,27,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,PREEMPTIVE_OS_DELETESECURITYCONTEXT,915814,15,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,PREEMPTIVE_OS_GETPROCADDRESS,26677,14,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,MSQL_XP,26677,14,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,PREEMPTIVE_OS_REPORTEVENT,94613,11,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,PREEMPTIVE_OS_QUERYREGISTRY,40129,9,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,PAGEIOLATCH_UP,209690,6,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,PREEMPTIVE_OS_DECRYPTMESSAGE,815804,5,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICY,69109,4,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,SOS_RESERVEDMEMBLOCKLIST,498,3,0.000,3,0.000
KUKN0016,2017-03-18,11:55:00,PREEMPTIVE_OS_REVERTTOSELF,121936,1,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,PREEMPTIVE_OS_NETVALIDATEPASSWORDPOLICYFREE,69109,1,0.000,0,0.000
KUKN0016,2017-03-18,11:55:00,PAGELATCH_SH,272285,1,0.000,1,0.000
KUKN0016,2017-03-18,11:50:00,WRITELOG,484369242,80609,0.269,2243,0.007
KUKN0016,2017-03-18,11:50:00,ASYNC_NETWORK_IO,23911547,2192,0.007,18,0.000
KUKN0016,2017-03-18,11:50:00,PREEMPTIVE_OS_AUTHENTICATIONOPS,2869998,1901,0.006,0,0.000
KUKN0016,2017-03-18,11:50:00,PAGEIOLATCH_SH,1835702,503,0.002,0,0.000
KUKN0016,2017-03-18,11:50:00,PREEMPTIVE_OS_CRYPTACQUIRECONTEXT,785048,484,0.002,0,0.000
KUKN0016,2017-03-18,11:50:00,SOS_SCHEDULER_YIELD,51334100,289,0.001,283,0.001
KUKN0016,2017-03-18,11:50:00,PREEMPTIVE_OS_AUTHORIZATIONOPS,904821,157,0.001,0,0.000
KUKN0016,2017-03-18,11:50:00,PREEMPTIVE_OS_CRYPTIMPORTKEY,782484,114,0.000,0,0.000
KUKN0016,2017-03-18,11:50:00,PREEMPTIVE_OS_WAITFORSINGLEOBJECT,1157327,103,0.000,0,0.000
KUKN0016,2017-03-18,11:50:00,PREEMPTIVE_OS_DELETESECURITYCONTEXT,915707,73,0.000,0,0.000
KUKN0016,2017-03-18,11:50:00,OLEDB,988557154,46,0.000,0,0.000
KUKN0016,2017-03-18,11:50:00,PREEMPTIVE_OS_LOOKUPACCOUNTSID,233750,33,0.000,0,0.000
KUKN0016,2017-03-18,11:50:00,PREEMPTIVE_OS_DECRYPTMESSAGE,815694,28,0.000,0,0.000
